,Environment,Algorithm,Goal,Seed,AUC,Experiment
598,transfer,DQN-ReLU-vf5-transfer-114,115,3,9.98,DQN-ReLU-vf5-transfer
599,transfer,DQN-ReLU-vf5-transfer-114,115,1,9.01,DQN-ReLU-vf5-transfer
600,transfer,DQN-ReLU-vf5-transfer-96,97,4,9.59,DQN-ReLU-vf5-transfer
601,transfer,DQN-ReLU-vf5-transfer-96,97,1,9.7,DQN-ReLU-vf5-transfer
602,transfer,DQN-ReLU-vf5-transfer-96,97,3,9.15,DQN-ReLU-vf5-transfer
603,transfer,DQN-ReLU-vf5-transfer-96,97,0,8.629999999999999,DQN-ReLU-vf5-transfer
604,transfer,DQN-ReLU-vf5-transfer-96,97,2,9.05,DQN-ReLU-vf5-transfer
605,transfer,DQN-ReLU-transfer-127,128,4,8.99,DQN-ReLU-transfer
606,transfer,DQN-ReLU-transfer-127,128,0,9.55,DQN-ReLU-transfer
607,transfer,DQN-ReLU-transfer-127,128,2,9.04,DQN-ReLU-transfer
608,transfer,DQN-ReLU-transfer-127,128,3,9.14,DQN-ReLU-transfer
609,transfer,DQN-ReLU-transfer-127,128,1,9.23,DQN-ReLU-transfer
610,transfer,DQN-ReLU-vf5-transfer-18,19,3,9.9,DQN-ReLU-vf5-transfer
611,transfer,DQN-ReLU-vf5-transfer-18,19,4,9.19,DQN-ReLU-vf5-transfer
612,transfer,DQN-ReLU-vf5-transfer-18,19,1,10.0,DQN-ReLU-vf5-transfer
613,transfer,DQN-ReLU-vf5-transfer-18,19,0,9.59,DQN-ReLU-vf5-transfer
614,transfer,DQN-ReLU-vf5-transfer-18,19,2,9.52,DQN-ReLU-vf5-transfer
615,transfer,DQN-ReLU-transfer-11,12,1,10.0,DQN-ReLU-transfer
616,transfer,DQN-ReLU-transfer-11,12,0,10.0,DQN-ReLU-transfer
617,transfer,DQN-ReLU-transfer-11,12,4,10.0,DQN-ReLU-transfer
618,transfer,DQN-ReLU-transfer-11,12,3,10.0,DQN-ReLU-transfer
619,transfer,DQN-ReLU-transfer-11,12,2,9.98,DQN-ReLU-transfer
620,transfer,DQN-ReLU-vf5-transfer-38,39,2,9.68,DQN-ReLU-vf5-transfer
621,transfer,DQN-ReLU-vf5-transfer-38,39,0,9.97,DQN-ReLU-vf5-transfer
622,transfer,DQN-ReLU-vf5-transfer-38,39,1,9.52,DQN-ReLU-vf5-transfer
623,transfer,DQN-ReLU-vf5-transfer-38,39,3,10.0,DQN-ReLU-vf5-transfer
624,transfer,DQN-ReLU-vf5-transfer-38,39,4,9.95,DQN-ReLU-vf5-transfer
625,transfer,DQN-ReLU-transfer-66,67,1,1.2699999999999998,DQN-ReLU-transfer
626,transfer,DQN-ReLU-transfer-66,67,2,0.47,DQN-ReLU-transfer
627,transfer,DQN-ReLU-transfer-66,67,0,9.58,DQN-ReLU-transfer
628,transfer,DQN-ReLU-transfer-66,67,4,9.24,DQN-ReLU-transfer
629,transfer,DQN-ReLU-transfer-66,67,3,7.95,DQN-ReLU-transfer
630,transfer,DQN-ReLU-transfer-71,72,3,9.31,DQN-ReLU-transfer
631,transfer,DQN-ReLU-transfer-71,72,4,9.97,DQN-ReLU-transfer
632,transfer,DQN-ReLU-transfer-71,72,2,9.77,DQN-ReLU-transfer
633,transfer,DQN-ReLU-transfer-71,72,1,9.93,DQN-ReLU-transfer
634,transfer,DQN-ReLU-transfer-71,72,0,9.53,DQN-ReLU-transfer
635,transfer,DQN-ReLU-transfer-85,86,1,8.5,DQN-ReLU-transfer
636,transfer,DQN-ReLU-transfer-85,86,0,9.66,DQN-ReLU-transfer
637,transfer,DQN-ReLU-transfer-85,86,4,8.440000000000001,DQN-ReLU-transfer
638,transfer,DQN-ReLU-transfer-85,86,2,8.67,DQN-ReLU-transfer
639,transfer,DQN-ReLU-transfer-85,86,3,8.58,DQN-ReLU-transfer
640,transfer,DQN-ReLU-vf5-transfer-115,116,4,8.02,DQN-ReLU-vf5-transfer
641,transfer,DQN-ReLU-vf5-transfer-115,116,1,4.01,DQN-ReLU-vf5-transfer
642,transfer,DQN-ReLU-vf5-transfer-115,116,3,9.96,DQN-ReLU-vf5-transfer
643,transfer,DQN-ReLU-vf5-transfer-115,116,0,8.79,DQN-ReLU-vf5-transfer
644,transfer,DQN-ReLU-vf5-transfer-115,116,2,7.869999999999999,DQN-ReLU-vf5-transfer
645,transfer,DQN-ReLU-transfer-170,171,3,8.98,DQN-ReLU-transfer
646,transfer,DQN-ReLU-transfer-170,171,0,8.17,DQN-ReLU-transfer
647,transfer,DQN-ReLU-transfer-170,171,4,1.25,DQN-ReLU-transfer
648,transfer,DQN-ReLU-transfer-170,171,1,7.23,DQN-ReLU-transfer
649,transfer,DQN-ReLU-transfer-170,171,2,4.16,DQN-ReLU-transfer
650,transfer,DQN-ReLU-vf5-transfer-9,10,0,9.98,DQN-ReLU-vf5-transfer
651,transfer,DQN-ReLU-vf5-transfer-9,10,1,9.99,DQN-ReLU-vf5-transfer
652,transfer,DQN-ReLU-vf5-transfer-9,10,2,9.83,DQN-ReLU-vf5-transfer
653,transfer,DQN-ReLU-vf5-transfer-9,10,3,9.97,DQN-ReLU-vf5-transfer
654,transfer,DQN-ReLU-vf5-transfer-9,10,4,9.25,DQN-ReLU-vf5-transfer
655,transfer,DQN-ReLU-transfer-110,111,0,5.890000000000001,DQN-ReLU-transfer
656,transfer,DQN-ReLU-transfer-110,111,3,9.57,DQN-ReLU-transfer
657,transfer,DQN-ReLU-transfer-110,111,2,8.3,DQN-ReLU-transfer
658,transfer,DQN-ReLU-transfer-110,111,4,9.29,DQN-ReLU-transfer
659,transfer,DQN-ReLU-transfer-110,111,1,8.75,DQN-ReLU-transfer
660,transfer,DQN-ReLU-vf5-transfer-15,16,3,9.32,DQN-ReLU-vf5-transfer
661,transfer,DQN-ReLU-vf5-transfer-15,16,0,9.92,DQN-ReLU-vf5-transfer
662,transfer,DQN-ReLU-vf5-transfer-15,16,1,9.99,DQN-ReLU-vf5-transfer
663,transfer,DQN-ReLU-vf5-transfer-15,16,2,9.44,DQN-ReLU-vf5-transfer
664,transfer,DQN-ReLU-vf5-transfer-15,16,4,9.7,DQN-ReLU-vf5-transfer
665,transfer,DQN-ReLU-vf5-transfer-35,36,0,9.98,DQN-ReLU-vf5-transfer
666,transfer,DQN-ReLU-vf5-transfer-35,36,2,9.8,DQN-ReLU-vf5-transfer
667,transfer,DQN-ReLU-vf5-transfer-35,36,1,10.0,DQN-ReLU-vf5-transfer
668,transfer,DQN-ReLU-vf5-transfer-35,36,3,9.99,DQN-ReLU-vf5-transfer
669,transfer,DQN-ReLU-vf5-transfer-35,36,4,9.96,DQN-ReLU-vf5-transfer
670,transfer,DQN-ReLU-vf5-transfer-102,103,4,10.0,DQN-ReLU-vf5-transfer
671,transfer,DQN-ReLU-vf5-transfer-102,103,2,10.0,DQN-ReLU-vf5-transfer
672,transfer,DQN-ReLU-vf5-transfer-102,103,0,10.0,DQN-ReLU-vf5-transfer
673,transfer,DQN-ReLU-vf5-transfer-102,103,1,9.17,DQN-ReLU-vf5-transfer
674,transfer,DQN-ReLU-vf5-transfer-102,103,3,9.14,DQN-ReLU-vf5-transfer
675,transfer,DQN-ReLU-vf5-transfer-119,120,4,9.4,DQN-ReLU-vf5-transfer
676,transfer,DQN-ReLU-vf5-transfer-119,120,3,9.99,DQN-ReLU-vf5-transfer
677,transfer,DQN-ReLU-vf5-transfer-119,120,0,9.58,DQN-ReLU-vf5-transfer
678,transfer,DQN-ReLU-vf5-transfer-119,120,1,9.23,DQN-ReLU-vf5-transfer
679,transfer,DQN-ReLU-vf5-transfer-119,120,2,9.27,DQN-ReLU-vf5-transfer
680,transfer,DQN-ReLU-vf5-transfer-142,143,3,10.0,DQN-ReLU-vf5-transfer
681,transfer,DQN-ReLU-vf5-transfer-142,143,2,9.35,DQN-ReLU-vf5-transfer
682,transfer,DQN-ReLU-vf5-transfer-142,143,0,10.0,DQN-ReLU-vf5-transfer
683,transfer,DQN-ReLU-vf5-transfer-142,143,1,10.0,DQN-ReLU-vf5-transfer
684,transfer,DQN-ReLU-vf5-transfer-142,143,4,9.99,DQN-ReLU-vf5-transfer
685,transfer,DQN-ReLU-vf5-transfer-134,135,4,9.89,DQN-ReLU-vf5-transfer
686,transfer,DQN-ReLU-vf5-transfer-134,135,0,9.93,DQN-ReLU-vf5-transfer
687,transfer,DQN-ReLU-vf5-transfer-134,135,1,9.17,DQN-ReLU-vf5-transfer
688,transfer,DQN-ReLU-vf5-transfer-134,135,3,10.0,DQN-ReLU-vf5-transfer
689,transfer,DQN-ReLU-vf5-transfer-134,135,2,9.56,DQN-ReLU-vf5-transfer
690,transfer,DQN-ReLU-vf5-transfer-123,124,4,9.67,DQN-ReLU-vf5-transfer
691,transfer,DQN-ReLU-vf5-transfer-123,124,2,9.37,DQN-ReLU-vf5-transfer
692,transfer,DQN-ReLU-vf5-transfer-123,124,1,6.83,DQN-ReLU-vf5-transfer
693,transfer,DQN-ReLU-vf5-transfer-123,124,0,9.31,DQN-ReLU-vf5-transfer
694,transfer,DQN-ReLU-vf5-transfer-123,124,3,9.98,DQN-ReLU-vf5-transfer
695,transfer,DQN-ReLU-vf5-transfer-154,155,4,10.0,DQN-ReLU-vf5-transfer
696,transfer,DQN-ReLU-vf5-transfer-154,155,0,9.11,DQN-ReLU-vf5-transfer
697,transfer,DQN-ReLU-vf5-transfer-154,155,2,9.79,DQN-ReLU-vf5-transfer
698,transfer,DQN-ReLU-vf5-transfer-154,155,3,9.96,DQN-ReLU-vf5-transfer
699,transfer,DQN-ReLU-vf5-transfer-154,155,1,9.99,DQN-ReLU-vf5-transfer
700,transfer,DQN-ReLU-transfer-31,32,3,9.9,DQN-ReLU-transfer
701,transfer,DQN-ReLU-transfer-31,32,2,9.99,DQN-ReLU-transfer
702,transfer,DQN-ReLU-transfer-31,32,1,10.0,DQN-ReLU-transfer
703,transfer,DQN-ReLU-transfer-31,32,4,9.95,DQN-ReLU-transfer
704,transfer,DQN-ReLU-transfer-31,32,0,10.0,DQN-ReLU-transfer
705,transfer,DQN-ReLU-transfer-50,51,1,9.86,DQN-ReLU-transfer
706,transfer,DQN-ReLU-transfer-50,51,0,10.0,DQN-ReLU-transfer
707,transfer,DQN-ReLU-transfer-50,51,2,9.6,DQN-ReLU-transfer
708,transfer,DQN-ReLU-transfer-50,51,3,9.93,DQN-ReLU-transfer
709,transfer,DQN-ReLU-transfer-50,51,4,9.91,DQN-ReLU-transfer
710,transfer,DQN-ReLU-vf5-transfer-81,82,1,9.87,DQN-ReLU-vf5-transfer
711,transfer,DQN-ReLU-vf5-transfer-81,82,4,10.0,DQN-ReLU-vf5-transfer
712,transfer,DQN-ReLU-vf5-transfer-81,82,3,10.0,DQN-ReLU-vf5-transfer
713,transfer,DQN-ReLU-vf5-transfer-81,82,0,10.0,DQN-ReLU-vf5-transfer
714,transfer,DQN-ReLU-vf5-transfer-81,82,2,8.120000000000001,DQN-ReLU-vf5-transfer
715,transfer,DQN-ReLU-vf5-transfer-22,23,0,9.37,DQN-ReLU-vf5-transfer
716,transfer,DQN-ReLU-vf5-transfer-22,23,2,9.94,DQN-ReLU-vf5-transfer
717,transfer,DQN-ReLU-vf5-transfer-22,23,4,9.97,DQN-ReLU-vf5-transfer
718,transfer,DQN-ReLU-vf5-transfer-22,23,1,9.99,DQN-ReLU-vf5-transfer
719,transfer,DQN-ReLU-vf5-transfer-22,23,3,9.7,DQN-ReLU-vf5-transfer
720,transfer,DQN-ReLU-transfer-106,107,2,1.5399999999999998,DQN-ReLU-transfer
721,transfer,DQN-ReLU-transfer-106,107,4,4.0600000000000005,DQN-ReLU-transfer
722,transfer,DQN-ReLU-transfer-106,107,3,7.52,DQN-ReLU-transfer
723,transfer,DQN-ReLU-transfer-106,107,1,7.83,DQN-ReLU-transfer
724,transfer,DQN-ReLU-transfer-106,107,0,8.67,DQN-ReLU-transfer
725,transfer,DQN-ReLU-vf5-transfer-58,59,3,10.0,DQN-ReLU-vf5-transfer
726,transfer,DQN-ReLU-vf5-transfer-58,59,1,10.0,DQN-ReLU-vf5-transfer
727,transfer,DQN-ReLU-vf5-transfer-58,59,4,10.0,DQN-ReLU-vf5-transfer
728,transfer,DQN-ReLU-vf5-transfer-58,59,0,10.0,DQN-ReLU-vf5-transfer
729,transfer,DQN-ReLU-vf5-transfer-58,59,2,10.0,DQN-ReLU-vf5-transfer
730,transfer,DQN-ReLU-transfer-84,85,0,8.22,DQN-ReLU-transfer
731,transfer,DQN-ReLU-transfer-84,85,2,6.29,DQN-ReLU-transfer
732,transfer,DQN-ReLU-transfer-84,85,3,8.77,DQN-ReLU-transfer
733,transfer,DQN-ReLU-transfer-84,85,4,8.08,DQN-ReLU-transfer
734,transfer,DQN-ReLU-transfer-84,85,1,7.57,DQN-ReLU-transfer
735,transfer,DQN-ReLU-transfer-167,168,4,7.5,DQN-ReLU-transfer
736,transfer,DQN-ReLU-transfer-167,168,0,8.44,DQN-ReLU-transfer
737,transfer,DQN-ReLU-transfer-167,168,1,7.79,DQN-ReLU-transfer
738,transfer,DQN-ReLU-transfer-167,168,3,9.21,DQN-ReLU-transfer
739,transfer,DQN-ReLU-transfer-167,168,2,7.359999999999999,DQN-ReLU-transfer
740,transfer,DQN-ReLU-vf5-transfer-138,139,4,9.14,DQN-ReLU-vf5-transfer
741,transfer,DQN-ReLU-vf5-transfer-138,139,3,10.0,DQN-ReLU-vf5-transfer
742,transfer,DQN-ReLU-vf5-transfer-138,139,0,9.89,DQN-ReLU-vf5-transfer
743,transfer,DQN-ReLU-vf5-transfer-138,139,1,9.88,DQN-ReLU-vf5-transfer
744,transfer,DQN-ReLU-vf5-transfer-138,139,2,7.96,DQN-ReLU-vf5-transfer
745,transfer,DQN-ReLU-transfer-171,172,3,8.6,DQN-ReLU-transfer
746,transfer,DQN-ReLU-transfer-171,172,1,7.630000000000001,DQN-ReLU-transfer
747,transfer,DQN-ReLU-transfer-171,172,4,6.75,DQN-ReLU-transfer
748,transfer,DQN-ReLU-transfer-171,172,2,2.34,DQN-ReLU-transfer
749,transfer,DQN-ReLU-transfer-171,172,0,6.22,DQN-ReLU-transfer
750,transfer,DQN-ReLU-vf5-transfer-159,160,3,9.97,DQN-ReLU-vf5-transfer
751,transfer,DQN-ReLU-vf5-transfer-159,160,4,9.61,DQN-ReLU-vf5-transfer
752,transfer,DQN-ReLU-vf5-transfer-159,160,1,9.11,DQN-ReLU-vf5-transfer
753,transfer,DQN-ReLU-vf5-transfer-159,160,0,9.99,DQN-ReLU-vf5-transfer
754,transfer,DQN-ReLU-vf5-transfer-159,160,2,9.97,DQN-ReLU-vf5-transfer
755,transfer,DQN-ReLU-transfer-26,27,4,9.99,DQN-ReLU-transfer
756,transfer,DQN-ReLU-transfer-26,27,0,10.0,DQN-ReLU-transfer
757,transfer,DQN-ReLU-transfer-26,27,1,10.0,DQN-ReLU-transfer
758,transfer,DQN-ReLU-transfer-26,27,2,9.37,DQN-ReLU-transfer
759,transfer,DQN-ReLU-transfer-26,27,3,9.99,DQN-ReLU-transfer
760,transfer,DQN-ReLU-transfer-146,147,3,8.52,DQN-ReLU-transfer
761,transfer,DQN-ReLU-transfer-146,147,0,8.6,DQN-ReLU-transfer
762,transfer,DQN-ReLU-transfer-146,147,2,8.47,DQN-ReLU-transfer
763,transfer,DQN-ReLU-transfer-146,147,1,8.61,DQN-ReLU-transfer
764,transfer,DQN-ReLU-transfer-146,147,4,8.55,DQN-ReLU-transfer
765,transfer,DQN-ReLU-vf5-transfer-103,104,1,8.83,DQN-ReLU-vf5-transfer
766,transfer,DQN-ReLU-vf5-transfer-103,104,4,9.11,DQN-ReLU-vf5-transfer
767,transfer,DQN-ReLU-vf5-transfer-103,104,3,8.69,DQN-ReLU-vf5-transfer
768,transfer,DQN-ReLU-vf5-transfer-103,104,0,9.33,DQN-ReLU-vf5-transfer
769,transfer,DQN-ReLU-vf5-transfer-103,104,2,9.26,DQN-ReLU-vf5-transfer
770,transfer,DQN-ReLU-vf5-transfer-143,144,4,10.0,DQN-ReLU-vf5-transfer
771,transfer,DQN-ReLU-vf5-transfer-143,144,1,10.0,DQN-ReLU-vf5-transfer
772,transfer,DQN-ReLU-vf5-transfer-143,144,2,8.280000000000001,DQN-ReLU-vf5-transfer
773,transfer,DQN-ReLU-vf5-transfer-143,144,3,10.0,DQN-ReLU-vf5-transfer
774,transfer,DQN-ReLU-vf5-transfer-143,144,0,9.65,DQN-ReLU-vf5-transfer
775,transfer,DQN-ReLU-vf5-transfer-34,35,0,9.92,DQN-ReLU-vf5-transfer
776,transfer,DQN-ReLU-vf5-transfer-34,35,4,9.5,DQN-ReLU-vf5-transfer
777,transfer,DQN-ReLU-vf5-transfer-34,35,1,9.97,DQN-ReLU-vf5-transfer
778,transfer,DQN-ReLU-vf5-transfer-34,35,2,9.95,DQN-ReLU-vf5-transfer
779,transfer,DQN-ReLU-vf5-transfer-34,35,3,10.0,DQN-ReLU-vf5-transfer
780,transfer,DQN-ReLU-vf5-transfer-8,9,0,10.0,DQN-ReLU-vf5-transfer
781,transfer,DQN-ReLU-vf5-transfer-8,9,3,9.87,DQN-ReLU-vf5-transfer
782,transfer,DQN-ReLU-vf5-transfer-8,9,2,9.97,DQN-ReLU-vf5-transfer
783,transfer,DQN-ReLU-vf5-transfer-8,9,4,10.0,DQN-ReLU-vf5-transfer
784,transfer,DQN-ReLU-vf5-transfer-8,9,1,10.0,DQN-ReLU-vf5-transfer
785,transfer,DQN-ReLU-vf5-transfer-135,136,4,9.9,DQN-ReLU-vf5-transfer
786,transfer,DQN-ReLU-vf5-transfer-135,136,3,9.89,DQN-ReLU-vf5-transfer
787,transfer,DQN-ReLU-vf5-transfer-135,136,0,9.94,DQN-ReLU-vf5-transfer
788,transfer,DQN-ReLU-vf5-transfer-135,136,1,8.35,DQN-ReLU-vf5-transfer
789,transfer,DQN-ReLU-vf5-transfer-135,136,2,8.93,DQN-ReLU-vf5-transfer
790,transfer,DQN-ReLU-vf5-transfer-54,55,4,10.0,DQN-ReLU-vf5-transfer
791,transfer,DQN-ReLU-vf5-transfer-54,55,0,9.13,DQN-ReLU-vf5-transfer
792,transfer,DQN-ReLU-vf5-transfer-54,55,3,10.0,DQN-ReLU-vf5-transfer
793,transfer,DQN-ReLU-vf5-transfer-54,55,1,10.0,DQN-ReLU-vf5-transfer
794,transfer,DQN-ReLU-vf5-transfer-54,55,2,10.0,DQN-ReLU-vf5-transfer
795,transfer,DQN-ReLU-vf5-transfer-23,24,0,9.93,DQN-ReLU-vf5-transfer
796,transfer,DQN-ReLU-vf5-transfer-23,24,2,9.93,DQN-ReLU-vf5-transfer
797,transfer,DQN-ReLU-vf5-transfer-23,24,3,9.36,DQN-ReLU-vf5-transfer
798,transfer,DQN-ReLU-vf5-transfer-23,24,4,9.62,DQN-ReLU-vf5-transfer
799,transfer,DQN-ReLU-vf5-transfer-23,24,1,9.93,DQN-ReLU-vf5-transfer
800,transfer,DQN-ReLU-vf5-transfer-39,40,2,10.0,DQN-ReLU-vf5-transfer
801,transfer,DQN-ReLU-vf5-transfer-39,40,1,9.99,DQN-ReLU-vf5-transfer
802,transfer,DQN-ReLU-vf5-transfer-39,40,0,10.0,DQN-ReLU-vf5-transfer
803,transfer,DQN-ReLU-vf5-transfer-39,40,4,10.0,DQN-ReLU-vf5-transfer
804,transfer,DQN-ReLU-vf5-transfer-39,40,3,9.99,DQN-ReLU-vf5-transfer
805,transfer,DQN-ReLU-transfer-107,108,0,4.290000000000001,DQN-ReLU-transfer
806,transfer,DQN-ReLU-transfer-107,108,4,2.32,DQN-ReLU-transfer
807,transfer,DQN-ReLU-transfer-107,108,1,8.5,DQN-ReLU-transfer
808,transfer,DQN-ReLU-transfer-107,108,2,8.6,DQN-ReLU-transfer
809,transfer,DQN-ReLU-transfer-107,108,3,8.92,DQN-ReLU-transfer
810,transfer,DQN-ReLU-vf5-transfer-80,81,4,9.63,DQN-ReLU-vf5-transfer
811,transfer,DQN-ReLU-vf5-transfer-80,81,3,10.0,DQN-ReLU-vf5-transfer
812,transfer,DQN-ReLU-vf5-transfer-80,81,0,9.69,DQN-ReLU-vf5-transfer
813,transfer,DQN-ReLU-vf5-transfer-80,81,2,9.1,DQN-ReLU-vf5-transfer
814,transfer,DQN-ReLU-vf5-transfer-80,81,1,9.8,DQN-ReLU-vf5-transfer
815,transfer,DQN-ReLU-transfer-30,31,4,9.99,DQN-ReLU-transfer
816,transfer,DQN-ReLU-transfer-30,31,2,9.97,DQN-ReLU-transfer
817,transfer,DQN-ReLU-transfer-30,31,0,10.0,DQN-ReLU-transfer
818,transfer,DQN-ReLU-transfer-30,31,3,9.98,DQN-ReLU-transfer
819,transfer,DQN-ReLU-transfer-30,31,1,10.0,DQN-ReLU-transfer
820,transfer,DQN-ReLU-vf5-transfer-122,123,4,9.68,DQN-ReLU-vf5-transfer
821,transfer,DQN-ReLU-vf5-transfer-122,123,3,9.76,DQN-ReLU-vf5-transfer
822,transfer,DQN-ReLU-vf5-transfer-122,123,0,10.0,DQN-ReLU-vf5-transfer
823,transfer,DQN-ReLU-vf5-transfer-122,123,1,9.04,DQN-ReLU-vf5-transfer
824,transfer,DQN-ReLU-vf5-transfer-122,123,2,9.54,DQN-ReLU-vf5-transfer
825,transfer,DQN-ReLU-transfer-104,105,2,6.23,DQN-ReLU-transfer
826,transfer,DQN-ReLU-transfer-104,105,3,8.33,DQN-ReLU-transfer
827,transfer,DQN-ReLU-transfer-104,105,4,6.390000000000001,DQN-ReLU-transfer
828,transfer,DQN-ReLU-transfer-104,105,0,8.629999999999999,DQN-ReLU-transfer
829,transfer,DQN-ReLU-transfer-104,105,1,8.469999999999999,DQN-ReLU-transfer
830,transfer,DQN-ReLU-vf5-transfer-59,60,4,9.99,DQN-ReLU-vf5-transfer
831,transfer,DQN-ReLU-vf5-transfer-59,60,2,9.23,DQN-ReLU-vf5-transfer
832,transfer,DQN-ReLU-vf5-transfer-59,60,0,10.0,DQN-ReLU-vf5-transfer
833,transfer,DQN-ReLU-vf5-transfer-59,60,1,9.48,DQN-ReLU-vf5-transfer
834,transfer,DQN-ReLU-vf5-transfer-59,60,3,10.0,DQN-ReLU-vf5-transfer
835,transfer,DQN-ReLU-transfer-27,28,2,9.87,DQN-ReLU-transfer
836,transfer,DQN-ReLU-transfer-27,28,1,9.99,DQN-ReLU-transfer
837,transfer,DQN-ReLU-transfer-27,28,4,9.95,DQN-ReLU-transfer
838,transfer,DQN-ReLU-transfer-27,28,0,9.65,DQN-ReLU-transfer
839,transfer,DQN-ReLU-transfer-27,28,3,9.99,DQN-ReLU-transfer
840,transfer,DQN-ReLU-transfer-93,94,2,1.7899999999999998,DQN-ReLU-transfer
841,transfer,DQN-ReLU-transfer-93,94,0,9.3,DQN-ReLU-transfer
842,transfer,DQN-ReLU-transfer-93,94,1,7.71,DQN-ReLU-transfer
843,transfer,DQN-ReLU-transfer-93,94,4,3.54,DQN-ReLU-transfer
844,transfer,DQN-ReLU-transfer-93,94,3,9.17,DQN-ReLU-transfer
845,transfer,DQN-ReLU-transfer-111,112,1,8.41,DQN-ReLU-transfer
846,transfer,DQN-ReLU-transfer-111,112,0,9.22,DQN-ReLU-transfer
847,transfer,DQN-ReLU-transfer-111,112,4,8.49,DQN-ReLU-transfer
848,transfer,DQN-ReLU-transfer-111,112,3,8.44,DQN-ReLU-transfer
849,transfer,DQN-ReLU-transfer-111,112,2,7.67,DQN-ReLU-transfer
850,transfer,DQN-ReLU-vf5-transfer-117,118,4,9.97,DQN-ReLU-vf5-transfer
851,transfer,DQN-ReLU-vf5-transfer-117,118,3,9.96,DQN-ReLU-vf5-transfer
852,transfer,DQN-ReLU-vf5-transfer-117,118,1,9.99,DQN-ReLU-vf5-transfer
853,transfer,DQN-ReLU-vf5-transfer-117,118,2,9.33,DQN-ReLU-vf5-transfer
854,transfer,DQN-ReLU-vf5-transfer-117,118,0,10.0,DQN-ReLU-vf5-transfer
855,transfer,DQN-ReLU-transfer-166,167,1,6.0200000000000005,DQN-ReLU-transfer
856,transfer,DQN-ReLU-transfer-166,167,3,8.66,DQN-ReLU-transfer
857,transfer,DQN-ReLU-transfer-166,167,2,1.83,DQN-ReLU-transfer
858,transfer,DQN-ReLU-transfer-166,167,4,1.93,DQN-ReLU-transfer
859,transfer,DQN-ReLU-transfer-166,167,0,8.46,DQN-ReLU-transfer
860,transfer,DQN-ReLU-vf5-transfer-158,159,4,9.79,DQN-ReLU-vf5-transfer
861,transfer,DQN-ReLU-vf5-transfer-158,159,3,10.0,DQN-ReLU-vf5-transfer
862,transfer,DQN-ReLU-vf5-transfer-158,159,0,9.65,DQN-ReLU-vf5-transfer
863,transfer,DQN-ReLU-vf5-transfer-158,159,1,9.13,DQN-ReLU-vf5-transfer
864,transfer,DQN-ReLU-vf5-transfer-158,159,2,9.15,DQN-ReLU-vf5-transfer
865,transfer,DQN-ReLU-transfer-108,109,4,1.29,DQN-ReLU-transfer
866,transfer,DQN-ReLU-transfer-108,109,1,8.36,DQN-ReLU-transfer
867,transfer,DQN-ReLU-transfer-108,109,0,9.16,DQN-ReLU-transfer
868,transfer,DQN-ReLU-transfer-108,109,2,5.82,DQN-ReLU-transfer
869,transfer,DQN-ReLU-transfer-108,109,3,8.379999999999999,DQN-ReLU-transfer
870,transfer,DQN-ReLU-transfer-28,29,4,9.96,DQN-ReLU-transfer
871,transfer,DQN-ReLU-transfer-28,29,2,9.83,DQN-ReLU-transfer
872,transfer,DQN-ReLU-transfer-28,29,3,9.99,DQN-ReLU-transfer
873,transfer,DQN-ReLU-transfer-28,29,1,10.0,DQN-ReLU-transfer
874,transfer,DQN-ReLU-transfer-28,29,0,9.66,DQN-ReLU-transfer
875,transfer,DQN-ReLU-vf5-transfer-74,75,3,9.88,DQN-ReLU-vf5-transfer
876,transfer,DQN-ReLU-vf5-transfer-74,75,2,9.16,DQN-ReLU-vf5-transfer
877,transfer,DQN-ReLU-vf5-transfer-74,75,4,10.0,DQN-ReLU-vf5-transfer
878,transfer,DQN-ReLU-vf5-transfer-74,75,0,10.0,DQN-ReLU-vf5-transfer
879,transfer,DQN-ReLU-vf5-transfer-74,75,1,9.99,DQN-ReLU-vf5-transfer
880,transfer,DQN-ReLU-vf5-transfer-155,156,4,9.31,DQN-ReLU-vf5-transfer
881,transfer,DQN-ReLU-vf5-transfer-155,156,0,9.76,DQN-ReLU-vf5-transfer
882,transfer,DQN-ReLU-vf5-transfer-155,156,1,9.0,DQN-ReLU-vf5-transfer
883,transfer,DQN-ReLU-vf5-transfer-155,156,3,9.98,DQN-ReLU-vf5-transfer
884,transfer,DQN-ReLU-vf5-transfer-155,156,2,10.0,DQN-ReLU-vf5-transfer
885,transfer,DQN-ReLU-vf5-transfer-41,42,4,10.0,DQN-ReLU-vf5-transfer
886,transfer,DQN-ReLU-vf5-transfer-41,42,0,10.0,DQN-ReLU-vf5-transfer
887,transfer,DQN-ReLU-vf5-transfer-41,42,2,10.0,DQN-ReLU-vf5-transfer
888,transfer,DQN-ReLU-vf5-transfer-41,42,3,10.0,DQN-ReLU-vf5-transfer
889,transfer,DQN-ReLU-vf5-transfer-41,42,1,9.53,DQN-ReLU-vf5-transfer
890,transfer,DQN-ReLU-transfer-165,166,2,6.85,DQN-ReLU-transfer
891,transfer,DQN-ReLU-transfer-165,166,3,8.870000000000001,DQN-ReLU-transfer
892,transfer,DQN-ReLU-transfer-165,166,1,7.68,DQN-ReLU-transfer
893,transfer,DQN-ReLU-transfer-165,166,4,5.6899999999999995,DQN-ReLU-transfer
894,transfer,DQN-ReLU-transfer-165,166,0,9.45,DQN-ReLU-transfer
