,Environment,Algorithm,Goal,Seed,AUC
876,transfer,DQN-ReLU-vf5-transfer-74,74,2,9.16
877,transfer,DQN-ReLU-vf5-transfer-74,74,4,10.0
878,transfer,DQN-ReLU-vf5-transfer-74,74,0,10.0
879,transfer,DQN-ReLU-vf5-transfer-74,74,1,9.99
880,transfer,DQN-ReLU-vf5-transfer-155,155,4,9.31
881,transfer,DQN-ReLU-vf5-transfer-155,155,0,9.76
882,transfer,DQN-ReLU-vf5-transfer-155,155,1,9.0
883,transfer,DQN-ReLU-vf5-transfer-155,155,3,9.98
884,transfer,DQN-ReLU-vf5-transfer-155,155,2,10.0
885,transfer,DQN-ReLU-vf5-transfer-41,41,4,10.0
886,transfer,DQN-ReLU-vf5-transfer-41,41,0,10.0
887,transfer,DQN-ReLU-vf5-transfer-41,41,2,10.0
888,transfer,DQN-ReLU-vf5-transfer-41,41,3,10.0
889,transfer,DQN-ReLU-vf5-transfer-41,41,1,9.530000000000001
890,transfer,DQN-ReLU-transfer-165,165,2,6.85
891,transfer,DQN-ReLU-transfer-165,165,3,8.870000000000001
892,transfer,DQN-ReLU-transfer-165,165,1,7.68
893,transfer,DQN-ReLU-transfer-165,165,4,5.6899999999999995
894,transfer,DQN-ReLU-transfer-165,165,0,9.45
895,transfer,DQN-ReLU-transfer-153,153,1,6.41
896,transfer,DQN-ReLU-transfer-153,153,0,8.69
897,transfer,DQN-ReLU-transfer-153,153,2,7.87
898,transfer,DQN-ReLU-transfer-153,153,4,1.17
899,transfer,DQN-ReLU-transfer-153,153,3,8.8
900,transfer,DQN-ReLU-transfer-5,5,1,9.99
901,transfer,DQN-ReLU-transfer-5,5,4,9.99
902,transfer,DQN-ReLU-transfer-5,5,3,10.0
903,transfer,DQN-ReLU-transfer-5,5,2,10.0
904,transfer,DQN-ReLU-transfer-5,5,0,10.0
905,transfer,DQN-ReLU-vf5-transfer-20,20,3,10.0
906,transfer,DQN-ReLU-vf5-transfer-20,20,2,10.0
907,transfer,DQN-ReLU-vf5-transfer-20,20,0,10.0
908,transfer,DQN-ReLU-vf5-transfer-20,20,4,9.99
909,transfer,DQN-ReLU-vf5-transfer-20,20,1,9.99
910,transfer,DQN-ReLU-transfer-72,72,4,9.91
911,transfer,DQN-ReLU-transfer-72,72,2,9.4
912,transfer,DQN-ReLU-transfer-72,72,1,9.81
913,transfer,DQN-ReLU-transfer-72,72,3,9.02
914,transfer,DQN-ReLU-transfer-72,72,0,10.0
915,transfer,DQN-ReLU-vf5-transfer-140,140,2,9.99
916,transfer,DQN-ReLU-vf5-transfer-140,140,4,10.0
917,transfer,DQN-ReLU-vf5-transfer-140,140,3,9.98
918,transfer,DQN-ReLU-vf5-transfer-140,140,1,9.98
919,transfer,DQN-ReLU-vf5-transfer-140,140,0,10.0
920,transfer,DQN-ReLU-vf5-transfer-40,40,3,10.0
921,transfer,DQN-ReLU-vf5-transfer-40,40,0,9.99
922,transfer,DQN-ReLU-vf5-transfer-40,40,1,9.7
923,transfer,DQN-ReLU-vf5-transfer-40,40,4,9.99
924,transfer,DQN-ReLU-vf5-transfer-40,40,2,9.59
925,transfer,DQN-ReLU-vf5-transfer-7,7,3,9.870000000000001
926,transfer,DQN-ReLU-vf5-transfer-7,7,0,9.99
927,transfer,DQN-ReLU-vf5-transfer-7,7,2,10.0
928,transfer,DQN-ReLU-vf5-transfer-7,7,4,9.99
929,transfer,DQN-ReLU-vf5-transfer-7,7,1,10.0
930,transfer,DQN-ReLU-transfer-133,133,0,8.78
931,transfer,DQN-ReLU-transfer-133,133,3,9.620000000000001
932,transfer,DQN-ReLU-transfer-133,133,2,8.7
933,transfer,DQN-ReLU-transfer-133,133,1,8.75
934,transfer,DQN-ReLU-transfer-133,133,4,6.07
935,transfer,DQN-ReLU-transfer-49,49,1,9.84
936,transfer,DQN-ReLU-transfer-49,49,3,9.879999999999999
937,transfer,DQN-ReLU-transfer-49,49,0,10.0
938,transfer,DQN-ReLU-transfer-49,49,2,9.99
939,transfer,DQN-ReLU-transfer-49,49,4,9.6
940,transfer,DQN-ReLU-vf5-transfer-98,98,4,9.780000000000001
941,transfer,DQN-ReLU-vf5-transfer-98,98,2,8.99
942,transfer,DQN-ReLU-vf5-transfer-98,98,3,9.69
943,transfer,DQN-ReLU-vf5-transfer-98,98,1,9.91
944,transfer,DQN-ReLU-vf5-transfer-98,98,0,9.56
945,transfer,DQN-ReLU-vf5-transfer-94,94,0,9.99
946,transfer,DQN-ReLU-vf5-transfer-94,94,4,9.89
947,transfer,DQN-ReLU-vf5-transfer-94,94,1,9.91
948,transfer,DQN-ReLU-vf5-transfer-94,94,3,10.0
949,transfer,DQN-ReLU-vf5-transfer-94,94,2,10.0
950,transfer,DQN-ReLU-vf5-transfer-116,116,2,9.879999999999999
951,transfer,DQN-ReLU-vf5-transfer-116,116,3,9.11
952,transfer,DQN-ReLU-vf5-transfer-116,116,0,9.99
953,transfer,DQN-ReLU-vf5-transfer-116,116,4,9.4
954,transfer,DQN-ReLU-vf5-transfer-116,116,1,9.02
955,transfer,DQN-ReLU-vf5-transfer-76,76,0,10.0
956,transfer,DQN-ReLU-vf5-transfer-76,76,4,9.7
957,transfer,DQN-ReLU-vf5-transfer-76,76,1,9.99
958,transfer,DQN-ReLU-vf5-transfer-76,76,2,9.91
959,transfer,DQN-ReLU-vf5-transfer-76,76,3,9.83
960,transfer,DQN-ReLU-transfer-44,44,1,9.95
961,transfer,DQN-ReLU-transfer-44,44,3,9.96
962,transfer,DQN-ReLU-transfer-44,44,2,9.879999999999999
963,transfer,DQN-ReLU-transfer-44,44,0,10.0
964,transfer,DQN-ReLU-transfer-44,44,4,9.96
965,transfer,DQN-ReLU-transfer-164,164,3,9.09
966,transfer,DQN-ReLU-transfer-164,164,0,8.43
967,transfer,DQN-ReLU-transfer-164,164,4,3.49
968,transfer,DQN-ReLU-transfer-164,164,1,7.35
969,transfer,DQN-ReLU-transfer-164,164,2,5.5
970,transfer,DQN-ReLU-transfer-45,45,2,2.7
971,transfer,DQN-ReLU-transfer-45,45,0,8.35
972,transfer,DQN-ReLU-transfer-45,45,1,9.99
973,transfer,DQN-ReLU-transfer-45,45,4,9.98
974,transfer,DQN-ReLU-transfer-45,45,3,9.97
975,transfer,DQN-ReLU-transfer-90,90,0,8.870000000000001
976,transfer,DQN-ReLU-transfer-90,90,3,8.219999999999999
977,transfer,DQN-ReLU-transfer-90,90,1,7.38
978,transfer,DQN-ReLU-transfer-90,90,4,6.37
979,transfer,DQN-ReLU-transfer-90,90,2,5.26
980,transfer,DQN-ReLU-vf5-transfer-121,121,1,9.99
981,transfer,DQN-ReLU-vf5-transfer-121,121,0,9.44
982,transfer,DQN-ReLU-vf5-transfer-121,121,2,9.05
983,transfer,DQN-ReLU-vf5-transfer-121,121,3,10.0
984,transfer,DQN-ReLU-vf5-transfer-121,121,4,7.29
985,transfer,DQN-ReLU-transfer-152,152,1,7.2
986,transfer,DQN-ReLU-transfer-152,152,0,8.469999999999999
987,transfer,DQN-ReLU-transfer-152,152,4,4.08
988,transfer,DQN-ReLU-transfer-152,152,2,6.58
989,transfer,DQN-ReLU-transfer-152,152,3,9.27
990,transfer,DQN-ReLU-transfer-73,73,1,8.18
991,transfer,DQN-ReLU-transfer-73,73,3,8.870000000000001
992,transfer,DQN-ReLU-transfer-73,73,4,9.74
993,transfer,DQN-ReLU-transfer-73,73,0,10.0
994,transfer,DQN-ReLU-transfer-73,73,2,9.35
995,transfer,DQN-ReLU-transfer-25,25,3,9.99
996,transfer,DQN-ReLU-transfer-25,25,2,9.99
997,transfer,DQN-ReLU-transfer-25,25,0,9.43
998,transfer,DQN-ReLU-transfer-25,25,1,10.0
999,transfer,DQN-ReLU-transfer-25,25,4,9.98
1000,transfer,DQN-ReLU-transfer-169,169,3,9.21
1001,transfer,DQN-ReLU-transfer-169,169,1,6.42
1002,transfer,DQN-ReLU-transfer-169,169,0,1.58
1003,transfer,DQN-ReLU-transfer-169,169,2,7.1899999999999995
1004,transfer,DQN-ReLU-transfer-169,169,4,1.83
1005,transfer,DQN-ReLU-vf5-transfer-6,6,3,8.24
1006,transfer,DQN-ReLU-vf5-transfer-6,6,1,10.0
1007,transfer,DQN-ReLU-vf5-transfer-6,6,4,10.0
1008,transfer,DQN-ReLU-vf5-transfer-6,6,0,8.31
1009,transfer,DQN-ReLU-vf5-transfer-6,6,2,9.99
1010,transfer,DQN-ReLU-transfer-132,132,3,7.0
1011,transfer,DQN-ReLU-transfer-132,132,0,8.95
1012,transfer,DQN-ReLU-transfer-132,132,2,6.16
1013,transfer,DQN-ReLU-transfer-132,132,1,6.720000000000001
1014,transfer,DQN-ReLU-transfer-132,132,4,8.39
1015,transfer,DQN-ReLU-transfer-48,48,1,9.9
1016,transfer,DQN-ReLU-transfer-48,48,4,9.969999999999999
1017,transfer,DQN-ReLU-transfer-48,48,3,9.99
1018,transfer,DQN-ReLU-transfer-48,48,2,9.92
1019,transfer,DQN-ReLU-transfer-48,48,0,10.0
1020,transfer,DQN-ReLU-vf5-transfer-82,82,4,9.25
1021,transfer,DQN-ReLU-vf5-transfer-82,82,2,9.41
1022,transfer,DQN-ReLU-vf5-transfer-82,82,3,9.530000000000001
1023,transfer,DQN-ReLU-vf5-transfer-82,82,1,9.25
1024,transfer,DQN-ReLU-vf5-transfer-82,82,0,10.0
1025,transfer,DQN-ReLU-vf5-transfer-95,95,0,9.3
1026,transfer,DQN-ReLU-vf5-transfer-95,95,2,8.870000000000001
1027,transfer,DQN-ReLU-vf5-transfer-95,95,1,8.879999999999999
1028,transfer,DQN-ReLU-vf5-transfer-95,95,3,9.93
1029,transfer,DQN-ReLU-vf5-transfer-95,95,4,9.219999999999999
1030,transfer,DQN-ReLU-vf5-transfer-77,77,4,9.219999999999999
1031,transfer,DQN-ReLU-vf5-transfer-77,77,0,9.969999999999999
1032,transfer,DQN-ReLU-vf5-transfer-77,77,1,9.95
1033,transfer,DQN-ReLU-vf5-transfer-77,77,3,9.96
1034,transfer,DQN-ReLU-vf5-transfer-77,77,2,9.3
1035,transfer,DQN-ReLU-transfer-8,8,4,10.0
1036,transfer,DQN-ReLU-transfer-8,8,3,10.0
1037,transfer,DQN-ReLU-transfer-8,8,2,9.969999999999999
1038,transfer,DQN-ReLU-transfer-8,8,1,9.99
1039,transfer,DQN-ReLU-transfer-8,8,0,10.0
1040,transfer,DQN-ReLU-transfer-168,168,1,6.46
1041,transfer,DQN-ReLU-transfer-168,168,4,1.6199999999999999
1042,transfer,DQN-ReLU-transfer-168,168,3,8.57
1043,transfer,DQN-ReLU-transfer-168,168,0,8.11
1044,transfer,DQN-ReLU-transfer-168,168,2,3.8600000000000003
1045,transfer,DQN-ReLU-transfer-109,109,4,9.77
1046,transfer,DQN-ReLU-transfer-109,109,0,9.52
1047,transfer,DQN-ReLU-transfer-109,109,1,9.18
1048,transfer,DQN-ReLU-transfer-109,109,3,9.74
1049,transfer,DQN-ReLU-transfer-109,109,2,9.15
1050,transfer,DQN-ReLU-transfer-145,145,3,9.1
1051,transfer,DQN-ReLU-transfer-145,145,0,9.5
1052,transfer,DQN-ReLU-transfer-145,145,1,9.2
1053,transfer,DQN-ReLU-transfer-145,145,4,8.85
1054,transfer,DQN-ReLU-transfer-145,145,2,8.73
1055,transfer,DQN-ReLU-vf5-transfer-120,120,4,9.93
1056,transfer,DQN-ReLU-vf5-transfer-120,120,1,10.0
1057,transfer,DQN-ReLU-vf5-transfer-120,120,2,9.33
1058,transfer,DQN-ReLU-vf5-transfer-120,120,0,9.65
1059,transfer,DQN-ReLU-vf5-transfer-120,120,3,9.99
1060,transfer,DQN-ReLU-transfer-91,91,0,9.9
1061,transfer,DQN-ReLU-transfer-91,91,4,9.02
1062,transfer,DQN-ReLU-transfer-91,91,1,9.83
1063,transfer,DQN-ReLU-transfer-91,91,3,7.66
1064,transfer,DQN-ReLU-transfer-91,91,2,9.7
1065,transfer,DQN-ReLU-transfer-4,4,0,10.0
1066,transfer,DQN-ReLU-transfer-4,4,3,9.99
1067,transfer,DQN-ReLU-transfer-4,4,2,10.0
1068,transfer,DQN-ReLU-transfer-4,4,4,9.99
1069,transfer,DQN-ReLU-transfer-4,4,1,10.0
1070,transfer,DQN-ReLU-transfer-65,65,2,5.15
1071,transfer,DQN-ReLU-transfer-65,65,1,8.98
1072,transfer,DQN-ReLU-transfer-65,65,0,9.030000000000001
1073,transfer,DQN-ReLU-transfer-65,65,4,9.04
1074,transfer,DQN-ReLU-transfer-65,65,3,8.4
1075,transfer,DQN-ReLU-vf5-transfer-16,16,3,9.969999999999999
1076,transfer,DQN-ReLU-vf5-transfer-16,16,2,9.58
1077,transfer,DQN-ReLU-vf5-transfer-16,16,1,10.0
1078,transfer,DQN-ReLU-vf5-transfer-16,16,4,9.95
1079,transfer,DQN-ReLU-vf5-transfer-16,16,0,9.89
1080,transfer,DQN-ReLU-vf5-transfer-157,157,0,8.969999999999999
1081,transfer,DQN-ReLU-vf5-transfer-157,157,4,9.9
1082,transfer,DQN-ReLU-vf5-transfer-157,157,3,10.0
1083,transfer,DQN-ReLU-vf5-transfer-157,157,1,9.99
1084,transfer,DQN-ReLU-vf5-transfer-157,157,2,9.07
1085,transfer,DQN-ReLU-transfer-69,69,2,9.96
1086,transfer,DQN-ReLU-transfer-69,69,4,9.969999999999999
1087,transfer,DQN-ReLU-transfer-69,69,1,9.77
1088,transfer,DQN-ReLU-transfer-69,69,0,9.91
1089,transfer,DQN-ReLU-transfer-69,69,3,9.99
1090,transfer,DQN-ReLU-vf5-transfer-21,21,3,9.95
1091,transfer,DQN-ReLU-vf5-transfer-21,21,4,9.07
1092,transfer,DQN-ReLU-vf5-transfer-21,21,1,9.66
1093,transfer,DQN-ReLU-vf5-transfer-21,21,0,9.95
1094,transfer,DQN-ReLU-vf5-transfer-21,21,2,9.96
1095,transfer,DQN-ReLU-transfer-105,105,3,5.209999999999999
1096,transfer,DQN-ReLU-transfer-105,105,4,2.35
1097,transfer,DQN-ReLU-transfer-105,105,1,5.24
1098,transfer,DQN-ReLU-transfer-105,105,2,0.5700000000000001
1099,transfer,DQN-ReLU-transfer-105,105,0,8.27
1100,transfer,DQN-ReLU-transfer-33,33,4,9.9
1101,transfer,DQN-ReLU-transfer-33,33,1,10.0
1102,transfer,DQN-ReLU-transfer-33,33,2,9.98
1103,transfer,DQN-ReLU-transfer-33,33,3,10.0
1104,transfer,DQN-ReLU-transfer-33,33,0,10.0
1105,transfer,DQN-ReLU-transfer-124,124,4,1.9200000000000002
1106,transfer,DQN-ReLU-transfer-124,124,1,6.21
1107,transfer,DQN-ReLU-transfer-124,124,0,8.620000000000001
1108,transfer,DQN-ReLU-transfer-124,124,3,9.18
1109,transfer,DQN-ReLU-transfer-124,124,2,8.13
1110,transfer,DQN-ReLU-transfer-149,149,0,8.94
1111,transfer,DQN-ReLU-transfer-149,149,3,9.2
1112,transfer,DQN-ReLU-transfer-149,149,4,2.0600000000000005
1113,transfer,DQN-ReLU-transfer-149,149,2,7.5
1114,transfer,DQN-ReLU-transfer-149,149,1,8.620000000000001
1115,transfer,DQN-ReLU-transfer-12,12,2,10.0
1116,transfer,DQN-ReLU-transfer-12,12,1,10.0
1117,transfer,DQN-ReLU-transfer-12,12,0,10.0
1118,transfer,DQN-ReLU-transfer-12,12,4,10.0
1119,transfer,DQN-ReLU-transfer-12,12,3,10.0
1120,transfer,DQN-ReLU-transfer-113,113,0,3.76
1121,transfer,DQN-ReLU-transfer-113,113,2,7.35
1122,transfer,DQN-ReLU-transfer-113,113,3,6.71
1123,transfer,DQN-ReLU-transfer-113,113,1,9.120000000000001
1124,transfer,DQN-ReLU-transfer-113,113,4,8.27
1125,transfer,DQN-ReLU-vf5-transfer-101,101,4,9.21
1126,transfer,DQN-ReLU-vf5-transfer-101,101,1,9.870000000000001
1127,transfer,DQN-ReLU-vf5-transfer-101,101,3,9.99
1128,transfer,DQN-ReLU-vf5-transfer-101,101,0,9.9
1129,transfer,DQN-ReLU-vf5-transfer-101,101,2,9.48
1130,transfer,DQN-ReLU-vf5-transfer-56,56,1,8.22
1131,transfer,DQN-ReLU-vf5-transfer-56,56,3,10.0
1132,transfer,DQN-ReLU-vf5-transfer-56,56,2,9.16
1133,transfer,DQN-ReLU-vf5-transfer-56,56,4,9.879999999999999
1134,transfer,DQN-ReLU-vf5-transfer-56,56,0,9.39
1135,transfer,DQN-ReLU-transfer-29,29,4,9.99
1136,transfer,DQN-ReLU-transfer-29,29,3,9.969999999999999
1137,transfer,DQN-ReLU-transfer-29,29,1,10.0
1138,transfer,DQN-ReLU-transfer-29,29,2,9.969999999999999
1139,transfer,DQN-ReLU-transfer-29,29,0,10.0
1140,transfer,DQN-ReLU-vf5-transfer-37,37,4,8.16
1141,transfer,DQN-ReLU-vf5-transfer-37,37,3,10.0
1142,transfer,DQN-ReLU-vf5-transfer-37,37,2,9.99
1143,transfer,DQN-ReLU-vf5-transfer-37,37,0,10.0
1144,transfer,DQN-ReLU-vf5-transfer-37,37,1,9.120000000000001
1145,transfer,DQN-ReLU-transfer-128,128,4,9.43
1146,transfer,DQN-ReLU-transfer-128,128,0,9.68
1147,transfer,DQN-ReLU-transfer-128,128,3,9.66
1148,transfer,DQN-ReLU-transfer-128,128,2,9.870000000000001
1149,transfer,DQN-ReLU-transfer-128,128,1,9.74
1150,transfer,DQN-ReLU-vf5-transfer-160,160,4,9.35
1151,transfer,DQN-ReLU-vf5-transfer-160,160,3,9.58
1152,transfer,DQN-ReLU-vf5-transfer-160,160,0,8.33
1153,transfer,DQN-ReLU-vf5-transfer-160,160,1,9.15
1154,transfer,DQN-ReLU-vf5-transfer-160,160,2,9.06
1155,transfer,DQN-ReLU-vf5-transfer-83,83,4,9.21
1156,transfer,DQN-ReLU-vf5-transfer-83,83,0,9.530000000000001
1157,transfer,DQN-ReLU-vf5-transfer-83,83,1,9.969999999999999
1158,transfer,DQN-ReLU-vf5-transfer-83,83,3,10.0
1159,transfer,DQN-ReLU-vf5-transfer-83,83,2,9.94
1160,transfer,DQN-ReLU-transfer-86,86,2,1.14
1161,transfer,DQN-ReLU-transfer-86,86,0,9.2
1162,transfer,DQN-ReLU-transfer-86,86,4,1.9299999999999997
1163,transfer,DQN-ReLU-transfer-86,86,1,7.04
1164,transfer,DQN-ReLU-transfer-86,86,3,6.92
1165,transfer,DQN-ReLU-vf5-transfer-61,61,0,9.15
1166,transfer,DQN-ReLU-vf5-transfer-61,61,4,9.98
1167,transfer,DQN-ReLU-vf5-transfer-61,61,3,10.0
1168,transfer,DQN-ReLU-vf5-transfer-61,61,2,9.879999999999999
1169,transfer,DQN-ReLU-vf5-transfer-61,61,1,10.0
1170,transfer,DQN-ReLU-vf5-transfer-141,141,0,9.46
1171,transfer,DQN-ReLU-vf5-transfer-141,141,3,10.0
1172,transfer,DQN-ReLU-vf5-transfer-141,141,1,10.0
1173,transfer,DQN-ReLU-vf5-transfer-141,141,2,10.0
1174,transfer,DQN-ReLU-vf5-transfer-141,141,4,9.94
1175,transfer,DQN-ReLU-transfer-52,52,1,9.879999999999999
1176,transfer,DQN-ReLU-transfer-52,52,2,9.86
1177,transfer,DQN-ReLU-transfer-52,52,4,9.95
1178,transfer,DQN-ReLU-transfer-52,52,0,9.9
1179,transfer,DQN-ReLU-transfer-52,52,3,9.83
1180,transfer,DQN-ReLU-transfer-64,64,4,9.45
1181,transfer,DQN-ReLU-transfer-64,64,2,6.07
1182,transfer,DQN-ReLU-transfer-64,64,0,9.93
1183,transfer,DQN-ReLU-transfer-64,64,1,9.16
1184,transfer,DQN-ReLU-transfer-64,64,3,8.92
1185,transfer,DQN-ReLU-vf5-transfer-57,57,4,9.58
1186,transfer,DQN-ReLU-vf5-transfer-57,57,0,8.64
1187,transfer,DQN-ReLU-vf5-transfer-57,57,1,9.99
1188,transfer,DQN-ReLU-vf5-transfer-57,57,2,9.71
1189,transfer,DQN-ReLU-vf5-transfer-57,57,3,10.0
1190,transfer,DQN-ReLU-vf5-transfer-137,137,4,9.8
1191,transfer,DQN-ReLU-vf5-transfer-137,137,2,9.21
1192,transfer,DQN-ReLU-vf5-transfer-137,137,3,9.98
1193,transfer,DQN-ReLU-vf5-transfer-137,137,1,7.5
1194,transfer,DQN-ReLU-vf5-transfer-137,137,0,9.68
1195,transfer,DQN-ReLU-vf5-transfer-156,156,0,9.780000000000001
1196,transfer,DQN-ReLU-vf5-transfer-156,156,1,8.99
1197,transfer,DQN-ReLU-vf5-transfer-156,156,4,9.06
1198,transfer,DQN-ReLU-vf5-transfer-156,156,2,9.61
1199,transfer,DQN-ReLU-vf5-transfer-156,156,3,9.96
1200,transfer,DQN-ReLU-transfer-144,144,0,8.91
1201,transfer,DQN-ReLU-transfer-144,144,1,8.469999999999999
1202,transfer,DQN-ReLU-transfer-144,144,2,8.44
1203,transfer,DQN-ReLU-transfer-144,144,3,9.219999999999999
1204,transfer,DQN-ReLU-transfer-144,144,4,6.800000000000001
1205,transfer,DQN-ReLU-transfer-32,32,3,10.0
1206,transfer,DQN-ReLU-transfer-32,32,1,10.0
1207,transfer,DQN-ReLU-transfer-32,32,0,9.11
1208,transfer,DQN-ReLU-transfer-32,32,4,9.969999999999999
1209,transfer,DQN-ReLU-transfer-32,32,2,9.96
1210,transfer,DQN-ReLU-transfer-22,22,1,10.0
1211,transfer,DQN-ReLU-transfer-22,22,4,10.0
1212,transfer,DQN-ReLU-transfer-22,22,3,9.99
1213,transfer,DQN-ReLU-transfer-22,22,0,10.0
1214,transfer,DQN-ReLU-transfer-22,22,2,9.99
1215,transfer,DQN-ReLU-transfer-129,129,3,9.06
1216,transfer,DQN-ReLU-transfer-129,129,0,8.47
1217,transfer,DQN-ReLU-transfer-129,129,4,7.66
1218,transfer,DQN-ReLU-transfer-129,129,2,7.06
1219,transfer,DQN-ReLU-transfer-129,129,1,8.89
1220,transfer,DQN-ReLU-transfer-148,148,4,7.3100000000000005
1221,transfer,DQN-ReLU-transfer-148,148,3,9.14
1222,transfer,DQN-ReLU-transfer-148,148,2,8.120000000000001
1223,transfer,DQN-ReLU-transfer-148,148,0,1.1700000000000002
1224,transfer,DQN-ReLU-transfer-148,148,1,7.220000000000001
1225,transfer,DQN-ReLU-vf5-transfer-136,136,4,9.76
1226,transfer,DQN-ReLU-vf5-transfer-136,136,1,8.14
1227,transfer,DQN-ReLU-vf5-transfer-136,136,0,9.89
1228,transfer,DQN-ReLU-vf5-transfer-136,136,3,9.94
1229,transfer,DQN-ReLU-vf5-transfer-136,136,2,9.02
1230,transfer,DQN-ReLU-transfer-53,53,4,9.71
1231,transfer,DQN-ReLU-transfer-53,53,2,9.17
1232,transfer,DQN-ReLU-transfer-53,53,3,9.29
1233,transfer,DQN-ReLU-transfer-53,53,1,9.76
1234,transfer,DQN-ReLU-transfer-53,53,0,9.96
1235,transfer,DQN-ReLU-transfer-68,68,1,9.25
1236,transfer,DQN-ReLU-transfer-68,68,2,9.32
1237,transfer,DQN-ReLU-transfer-68,68,0,9.93
1238,transfer,DQN-ReLU-transfer-68,68,4,9.02
1239,transfer,DQN-ReLU-transfer-68,68,3,9.46
1240,transfer,DQN-ReLU-vf5-transfer-36,36,4,10.0
1241,transfer,DQN-ReLU-vf5-transfer-36,36,1,10.0
1242,transfer,DQN-ReLU-vf5-transfer-36,36,2,10.0
1243,transfer,DQN-ReLU-vf5-transfer-36,36,0,9.04
1244,transfer,DQN-ReLU-vf5-transfer-36,36,3,10.0
1245,transfer,DQN-ReLU-transfer-112,112,2,1.84
1246,transfer,DQN-ReLU-transfer-112,112,1,8.440000000000001
1247,transfer,DQN-ReLU-transfer-112,112,4,5.38
1248,transfer,DQN-ReLU-transfer-112,112,3,7.84
1249,transfer,DQN-ReLU-transfer-112,112,0,8.54
1250,transfer,DQN-ReLU-vf5-transfer-17,17,0,10.0
1251,transfer,DQN-ReLU-vf5-transfer-17,17,2,10.0
1252,transfer,DQN-ReLU-vf5-transfer-17,17,3,10.0
1253,transfer,DQN-ReLU-vf5-transfer-17,17,4,10.0
1254,transfer,DQN-ReLU-vf5-transfer-17,17,1,10.0
1255,transfer,DQN-ReLU-vf5-transfer-60,60,4,10.0
1256,transfer,DQN-ReLU-vf5-transfer-60,60,1,10.0
1257,transfer,DQN-ReLU-vf5-transfer-60,60,0,9.629999999999999
1258,transfer,DQN-ReLU-vf5-transfer-60,60,3,10.0
1259,transfer,DQN-ReLU-vf5-transfer-60,60,2,9.96
1260,transfer,DQN-ReLU-vf5-transfer-26,26,1,9.43
1261,transfer,DQN-ReLU-vf5-transfer-26,26,3,9.969999999999999
1262,transfer,DQN-ReLU-vf5-transfer-26,26,0,10.0
1263,transfer,DQN-ReLU-vf5-transfer-26,26,4,10.0
1264,transfer,DQN-ReLU-vf5-transfer-26,26,2,10.0
1265,transfer,DQN-ReLU-transfer-125,125,1,6.62
1266,transfer,DQN-ReLU-transfer-125,125,0,7.08
1267,transfer,DQN-ReLU-transfer-125,125,4,1.8199999999999998
1268,transfer,DQN-ReLU-transfer-125,125,2,0.9600000000000001
1269,transfer,DQN-ReLU-transfer-125,125,3,7.3
1270,transfer,DQN-ReLU-transfer-24,24,0,10.0
1271,transfer,DQN-ReLU-transfer-24,24,2,9.98
1272,transfer,DQN-ReLU-transfer-24,24,4,9.95
1273,transfer,DQN-ReLU-transfer-24,24,1,10.0
1274,transfer,DQN-ReLU-transfer-24,24,3,9.98
1275,transfer,DQN-ReLU-vf5-transfer--1,-1,3,9.64
1276,transfer,DQN-ReLU-vf5-transfer--1,-1,2,9.5
1277,transfer,DQN-ReLU-vf5-transfer--1,-1,4,9.99
1278,transfer,DQN-ReLU-vf5-transfer--1,-1,1,9.969999999999999
1279,transfer,DQN-ReLU-vf5-transfer--1,-1,0,9.96
1280,transfer,DQN-ReLU-vf5-transfer-100,100,0,9.16
1281,transfer,DQN-ReLU-vf5-transfer-100,100,4,9.04
1282,transfer,DQN-ReLU-vf5-transfer-100,100,3,9.56
1283,transfer,DQN-ReLU-vf5-transfer-100,100,2,9.08
1284,transfer,DQN-ReLU-vf5-transfer-100,100,1,9.2
1285,transfer,DQN-ReLU-vf5-transfer-71,71,0,10.0
1286,transfer,DQN-ReLU-vf5-transfer-71,71,4,10.0
1287,transfer,DQN-ReLU-vf5-transfer-71,71,3,10.0
1288,transfer,DQN-ReLU-vf5-transfer-71,71,1,10.0
1289,transfer,DQN-ReLU-vf5-transfer-71,71,2,9.33
1290,transfer,DQN-ReLU-vf5-transfer-99,99,2,9.98
1291,transfer,DQN-ReLU-vf5-transfer-99,99,4,9.370000000000001
1292,transfer,DQN-ReLU-vf5-transfer-99,99,3,9.11
1293,transfer,DQN-ReLU-vf5-transfer-99,99,0,9.3
1294,transfer,DQN-ReLU-vf5-transfer-99,99,1,9.49
1295,transfer,DQN-ReLU-transfer-13,13,2,9.96
1296,transfer,DQN-ReLU-transfer-13,13,4,10.0
1297,transfer,DQN-ReLU-transfer-13,13,1,10.0
1298,transfer,DQN-ReLU-transfer-13,13,3,10.0
1299,transfer,DQN-ReLU-transfer-13,13,0,10.0
1300,transfer,DQN-ReLU-vf5-transfer-170,170,4,9.29
1301,transfer,DQN-ReLU-vf5-transfer-170,170,3,10.0
1302,transfer,DQN-ReLU-vf5-transfer-170,170,1,9.08
1303,transfer,DQN-ReLU-vf5-transfer-170,170,0,9.93
1304,transfer,DQN-ReLU-vf5-transfer-170,170,2,8.17
1305,transfer,DQN-ReLU-vf5-transfer-161,161,4,9.98
1306,transfer,DQN-ReLU-vf5-transfer-161,161,2,8.2
1307,transfer,DQN-ReLU-vf5-transfer-161,161,3,10.0
1308,transfer,DQN-ReLU-vf5-transfer-161,161,0,9.36
