,Environment,Algorithm,Steps,Run,AUC,Return,P_AUC
273,DQN-3.json,DQN-3,500000,9,0.5867258046095247,2933.6290230476234,0.5745574860114957
274,DQN-3.json,DQN-3,500000,15,0.663082751365126,3315.4137568256297,0.820327416466031
275,DQN-3.json,DQN-3,500000,12,0.46127317075055435,2306.3658537527717,0.27429218530247984
276,DQN-3.json,DQN-3,500000,0,0.6975363631370622,3487.6818156853114,0.65157167287669
277,DQN-3.json,DQN-3,500000,24,0.5364647510470444,2682.323755235222,0.5588905474481448
278,DQN-3.json,DQN-3,500000,18,0.655386067392571,3276.930336962855,0.6844516552962718
279,DQN-3.json,DQN-3,500000,27,0.5988988651519581,2994.4943257597906,0.7225240307245071
280,DQN-3.json,DQN-3,500000,7,0.7067507022630571,3533.753511315286,0.724751465040153
281,DQN-3.json,DQN-3,500000,13,0.42646460311967255,2132.323015598363,0.4944921068155703
282,DQN-3.json,DQN-3,500000,1,0.5969106633813044,2984.553316906522,0.6091800283740745
283,DQN-3.json,DQN-3,500000,16,0.6291097473852331,3145.5487369261655,0.7316329640604968
284,DQN-3.json,DQN-3,500000,10,0.43005767361570496,2150.288368078525,0.5840309097356363
285,DQN-3.json,DQN-3,500000,4,0.6043076512959882,3021.538256479941,0.629436737414422
286,DQN-3.json,DQN-3,500000,19,0.6674645498986466,3337.3227494932325,0.629381780540051
287,DQN-3.json,DQN-3,500000,22,0.59245918296168,2962.2959148084,0.6504425834296439
288,DQN-3.json,DQN-3,500000,25,0.6460147092812948,3230.073546406474,0.7357424381403526
289,DQN-3.json,DQN-3,500000,28,0.5967894248607565,2983.9471243037824,0.6596723400082057
290,DQN-3.json,DQN-3,500000,2,0.7045975163751224,3522.987581875612,0.7085610614653072
291,DQN-3.json,DQN-3,500000,8,0.5952408152452403,2976.204076226202,0.7002284074258439
292,DQN-3.json,DQN-3,500000,5,0.5876393225342477,2938.196612671238,0.7316664570056509
293,DQN-3.json,DQN-3,500000,17,0.580735560747449,2903.677803737245,0.833742595267617
294,DQN-3.json,DQN-3,500000,14,0.49373840307786543,2468.692015389327,0.477953612010102
295,DQN-3.json,DQN-3,500000,11,0.5227792945463092,2613.896472731546,0.3289524890080355
296,DQN-3.json,DQN-3,500000,20,0.5429437153557459,2714.7185767787296,0.628682057029932
297,DQN-3.json,DQN-3,500000,26,0.6075330192713969,3037.6650963569846,0.6647067322634992
298,DQN-3.json,DQN-3,500000,29,0.5776717828516644,2888.3589142583223,0.6928215311271481
299,DQN-3.json,DQN-3,500000,23,0.4262896070989227,2131.4480354946136,0.305211925307087
300,DRQN-13.json,DRQN-13,500000,15,1.0140378577712368,5070.189288856184,1.1188867207288067
301,DRQN-13.json,DRQN-13,500000,18,1.2454861729972881,6227.430864986441,1.3863805111413803
302,DRQN-13.json,DRQN-13,500000,6,1.147731224105033,5738.6561205251655,1.340421042675316
303,DRQN-13.json,DRQN-13,500000,3,1.007854900230164,5039.2745011508205,1.2235814895992312
304,DRQN-13.json,DRQN-13,500000,9,1.0582444239150794,5291.222119575397,1.2128208785430434
305,DRQN-13.json,DRQN-13,500000,12,1.0485158044812553,5242.579022406277,1.2476484095176048
306,DRQN-13.json,DRQN-13,500000,0,1.228605659099978,6143.02829549989,1.298346430696375
307,DRQN-13.json,DRQN-13,500000,21,1.189124143710935,5945.6207185546755,1.4392202703013708
308,DRQN-13.json,DRQN-13,500000,24,0.9876481211634935,4938.240605817467,1.2170521440154987
309,DRQN-13.json,DRQN-13,500000,27,1.0988989534032703,5494.494767016351,1.3157178415273574
310,DRQN-13.json,DRQN-13,500000,10,0.8466873363749452,4233.436681874726,1.056536869857816
311,DRQN-13.json,DRQN-13,500000,4,1.1510794345590618,5755.3971727953085,1.381573780093499
312,DRQN-13.json,DRQN-13,500000,13,0.8376149836281558,4188.074918140779,1.0860890317395697
313,DRQN-13.json,DRQN-13,500000,1,1.0635087781586776,5317.543890793388,1.2890731557148098
314,DRQN-13.json,DRQN-13,500000,16,1.1233226841713024,5616.613420856512,1.1760593686297616
315,DRQN-13.json,DRQN-13,500000,7,1.2233124639651716,6116.562319825858,1.4304563553352603
316,DRQN-13.json,DRQN-13,500000,28,1.1676502944845517,5838.2514724227585,1.4106373906761382
317,DRQN-13.json,DRQN-13,500000,19,1.2071952069238037,6035.976034619018,1.2818597737134005
318,DRQN-13.json,DRQN-13,500000,25,1.0966243856052047,5483.121928026023,1.3196907706481262
319,DRQN-13.json,DRQN-13,500000,22,1.1015633538467227,5507.816769233614,1.2574459255049852
